subset,unit,N,method,lam,skill,rmse,false_alarm,detect_corr
DS02,11,1000,D_约束+收缩★,1000.0,0.7388704278492281,0.04263983006373702,0.0065030886726689845,0.9959265948498374
DS02,11,1000,B_岭回归,3162.2776601683795,0.49706294442980536,0.05917581582875309,0.006781750279978521,0.9970344774608048
DS02,11,1000,D_约束+收缩★,3162.2776601683795,0.49911339106127917,0.059055064360410484,0.005164004257280605,0.996697108054681
DS02,11,1000,B_岭回归,10000.0,0.24665933929348371,0.07242410565237904,0.0037181857987233745,0.9971814942799284
DS02,11,1000,D_约束+收缩★,10000.0,0.24732832378452896,0.07239194134273223,0.0028306700700219322,0.9968072686503381
DS02,14,1,Z_全零哨兵,,0.0,0.07815581926593952,0.0,0.0
DS02,14,1,B_岭回归,1e-06,-309.44272980412626,1.377057474130238,0.025615310511187636,0.03807078538289519
DS02,14,1,D_约束+收缩★,1e-06,0.3979295728186796,0.06064359906750017,0.0021140133740695276,0.9907096962306634
DS02,14,1,B_岭回归,3.162277660168379e-06,-309.40275604824495,1.376968813765344,0.02561494432083315,0.038073133077723524
DS02,14,1,D_约束+收缩★,3.162277660168379e-06,0.3979295839255156,0.060643598508131634,0.0021140134221456284,0.9907096961031521
DS02,14,1,B_岭回归,1e-05,-309.27639871207026,1.376688520149562,0.025613786634579413,0.03808055713060728
DS02,14,1,D_约束+收缩★,1e-05,0.39792961904841406,0.06064359673925301,0.0021140135741757023,0.9907096956999248
DS02,14,1,B_岭回归,3.1622776601683795e-05,-308.87732897986257,1.375802904148026,0.025610128800328535,0.03810403393743638
DS02,14,1,D_约束+收缩★,3.1622776601683795e-05,0.3979297301167295,0.060643591145569394,0.0021140140549369265,0.9907096944248079
DS02,14,1,B_岭回归,0.0001,-307.6204127589639,1.3730098212983424,0.025598592535330297,0.038178273021050056
DS02,14,1,D_约束+收缩★,0.0001,0.39793008134522323,0.06064357345680336,0.002114015575237625,0.9907096903925297
DS02,14,1,B_岭回归,0.00031622776601683794,-303.6956183654074,1.3642514511115633,0.02556241710586771,0.0384130266161927
DS02,14,1,D_约束+收缩★,0.00031622776601683794,0.39793119202358584,0.060643517520163906,0.00211402038285207,0.9907096776412896
DS02,14,1,B_岭回归,0.001,-291.7650506267042,1.337275645537548,0.02545098933564293,0.03915527204867558
